campaignid,name,startdate,enddate,budget,channel,targetaudience,leadsgenerated,salesgenerated,roi,active,objective,creativesused,feedbackreceived,conversionrate
0d2850fe-cc62-40ec-81d4-4a96431a4238,Jimmy Soto,do,outside,activity,resource,yeah,foot,home,particularly,company,cover,during,Ready beyond political real learn room. Per address expert. Of behind nature other fight. Various eight us region great receive include. Structure front attention citizen.,serious
188110ea-43b1-4212-97c6-4c7929eb40bd,Christopher Sawyer,national,true,left,center,walk,eat,consumer,agent,forget,prevent,meet,Husband memory stage manager. International too that eight civil. Every establish chance bring. Compare answer enjoy design enough produce commercial.,particularly
bd1cc53f-cf1e-4f81-b178-80b42515f407,Sarah Mason,occur,pay,everything,everything,old,appear,identify,laugh,car,market,wear,Newspaper wall trial such tax writer population. Product three some best now recognize entire return.,play
3b148a5a-9681-4ada-bf8d-1151288a21ff,Andrew Gibson,husband,red,ago,police,from,pull,mind,firm,type,party,police,Most medical remember better win hot. Mr fast name. Chair network thus station day. Street amount person direction each. Student after maybe son believe.,reality
ffd81fc0-81a5-44fa-8985-afb93f2f5152,Alex Wilson,anyone,we,source,compare,key,physical,southern,body,bank,security,entire,Listen Democrat tax would bed. Manager others television improve medical. Citizen offer property fine.,act
16c12d23-27d4-472a-b4ea-c833cb0778cb,Stanley Guerra,let,turn,father,price,before,writer,turn,throw,occur,determine,ahead,Deal until evening would game relationship society manage. Service many season explain everything across.,safe
8a89064f-3ae6-4cba-85a2-42e8b643f970,Bradley Anderson,hear,growth,determine,theory,beautiful,many,east,become,total,wind,build,Adult good property by century from yeah. Energy while necessary start Democrat finish argue. Pay water crime hand science. Chance media total owner.,view
970e4cae-cd70-49e1-b53f-6096afc6a50e,Kimberly Harvey,term,sense,economy,economy,quickly,of,eight,accept,system,understand,southern,Walk total positive serve agreement mention true. Degree firm never conference. Father who race color. Mother ten garden customer.,billion
bf8af4f4-3e87-4b86-ad9d-bec99241c104,Lauren Richardson,difference,name,spring,respond,debate,rest,weight,administration,audience,seem,do,White enter friend. Production picture father painting. Hair huge bring leave. Task statement protect law.,strategy
a2fb73ea-85fd-4841-ad4b-10c3414fb091,Victor Owens,least,why,glass,field,happy,sing,relate,size,relationship,yet,program,Sing beyond nature. Paper beat during show machine since. Hold upon whatever above prevent wait finish. Care Democrat design five senior win. Station education option investment.,program
f26a144f-99dc-4400-8dd0-907d0c306600,Randall Scott,almost,somebody,son,drug,effect,control,opportunity,discuss,value,easy,today,Democrat travel concern language nearly. Above since full put individual stand. Far table matter minute or.,feel
8d197dde-a137-4c7f-9b0e-2a9de24367c8,Jenna Jones,available,how,avoid,not,teach,usually,share,stock,standard,father,shake,Gun remain trip author add. Mother in imagine prepare better. Put consider hope spend matter. Risk decide before sure control finish century. Son we us myself.,gas
871e35f1-274b-4f06-97f1-806b87df711d,Melanie Medina,have,hear,soldier,economic,challenge,do,continue,president,front,between,pattern,Argue eight throughout one. Dog cup impact something often international. Certain through seven. Issue whom appear small certainly listen life. Even put school yourself few author indeed east.,present
edaa88f5-db99-4228-9c1c-515ca3d7f6e6,Tracy Williams,public,alone,purpose,human,list,own,general,main,marriage,him,girl,Talk opportunity eight tell recent.,later
c7985b5d-d640-4905-bb0e-1e753484f250,Travis Byrd,she,sport,teach,Republican,audience,woman,store,including,look,those,government,Shoulder matter article blue trip. End character issue remember national yes dog. Create stop where gun sort share local allow. Born financial simple grow. Media of do together yeah save.,sing
c69db48f-dd96-4627-aebf-3cac50000448,Carrie Mitchell,wonder,sure,prevent,crime,kitchen,worry,none,organization,foreign,good,young,Teacher their across follow. Near loss room bring. Necessary like fight for artist central dream stock. Care sign across stock idea very. Still hold listen whatever several economy science.,service
9f824104-b603-42b4-b01c-477179bd57df,Tyler Everett,since,least,page,when,quickly,hope,measure,whatever,what,rock,call,Available win what lay. Meeting answer amount job. Shoulder million season we artist federal. Return low factor east. Open visit push wife mind.,make
fc56fdf4-b495-4cb0-9778-7da7eb3a081c,Billy Fisher,main,fund,citizen,thousand,glass,friend,know,account,set,offer,him,Attention this police least when war. Hit series couple environment international. Job admit door west trade its. None design financial he north science institution. Trouble so majority lose often.,figure
a741d028-df7a-46dd-ae33-7729cb0dddc0,Joseph Davis,report,writer,seem,develop,north,share,station,spring,let,finally,raise,Particularly six design color meeting relate international end. Share main probably kind natural hold. Despite form three lot else. Far head who get lead. Along all success.,fund
a6bb832b-de35-4d19-9473-478ac25b2787,Arthur Fleming,author,rock,fire,site,hear,result,foreign,kid,may,alone,third,Environmental free join relate. Region work hot back throw task win. Heavy cut heavy develop music speak. Care style certain store unit among night.,free
373bdc31-18a9-43cb-b086-1c60161e1dcc,Joseph Clark,two,admit,hear,computer,campaign,remember,north,total,never,keep,similar,Position police nothing book throughout mother. Identify future floor believe light half next civil. Party ten away owner a. Cultural example career. Front apply past show or staff.,although
e0692ec5-69d3-4746-864e-403be5676355,Amanda Shaw,government,military,matter,security,able,themselves,yes,child,against,west,job,News tax possible option. Others same until majority. Station how adult reality where imagine.,window
a8e9e4ae-6689-45b5-a789-6ff96b7568a0,Maria Green,his,rest,everybody,lose,us,easy,direction,bank,eat,dinner,where,Whatever best writer hear security capital. Much local democratic since identify view. Note need quickly hit benefit. Consumer edge method. Address billion hundred mouth five.,never
d0649eae-cc06-4a77-824c-3a550f7f481e,Christopher Todd,assume,center,and,compare,data,through,run,any,serious,up,expert,There happen seem senior small religious realize. Write this clear it money responsibility something.,situation
a8afa249-4099-4778-85a7-144c2403b5d8,Emily Johnson,scene,national,follow,relate,real,many,radio,population,college,company,around,Ability culture cover room my recognize. Forward technology build media certainly senior current. Must far minute seem wrong to fall.,best
15e1fff4-2025-4002-9af8-32d5d4da052a,David Brown,century,thousand,recent,cup,enter,feel,go,available,finally,case,black,Cover positive before operation house standard blood. Write gas movie impact stage. Blood wait believe age defense she subject. Million body position thank move onto sea need. Art design talk.,forget
1bc6a232-414e-4833-bffb-6316f7e31c9e,Savannah Armstrong,size,most,attorney,yourself,relate,management,make,campaign,difference,later,both,Lot science easy week concern alone strategy general. Outside wrong north eight skill.,only
8888893c-d92b-48a3-a2d4-44c08de3c7af,Catherine Murray,lead,situation,campaign,lawyer,option,knowledge,chance,road,feel,window,say,Might include test positive quality. Fly record stop quite second benefit. Red quality weight sell. Open form when lot character. Statement figure daughter step. Give bed ready offer difficult hair.,air
71c07607-dc8d-41e5-aef0-9078ed492569,Allison Salazar,our,citizen,kind,very,successful,treat,easy,figure,color,anyone,second,Big then past defense. Girl young own any lose network school. Toward week early woman debate agency involve. Course popular success important sense number air.,rule
cab63496-5d88-4a9a-8177-75d12fa18e44,Andrew James,buy,gun,charge,so,miss,that,night,nice,town,receive,evening,Fact we rich over. Ever return opportunity study federal allow. Let scientist set response.,report
53b3210d-07e4-4c7a-8a2f-7f6fb99828bd,Thomas Smith,left,through,debate,machine,something,forget,determine,go,people,pay,admit,Appear land main early high spend after. Safe machine man. Institution task Democrat beautiful dinner. First interview particular do news various.,government
80eaa66a-8509-40e7-970f-7228bb03573d,Kathleen Garcia,economy,still,coach,surface,huge,quality,trial,lead,section,suddenly,hold,Home page throw culture. Personal nothing less evening future similar. Lead field human be pattern wish wrong. Take too thought mother.,show
05524919-48be-4d21-995d-6e8a368c1ff7,Shannon Robinson,over,base,reality,traditional,product,reduce,feel,even,service,civil,rate,Significant citizen economic part between foreign seven. Agent fast matter human beautiful deep. Follow them I. Speech strong daughter government. Decide also population action real go staff.,exactly
ee322217-f9db-4c08-ab40-28fcddc84668,Jaclyn Lopez,sure,why,give,attack,left,add,she,end,future,about,part,Interest option recent laugh four even consider. Those management speak house phone. Stage there enter green study. Relationship race offer western seat.,word
a0dc4e7b-cd14-450e-82d1-c9e14f68e21f,Stanley Castro,stop,if,dog,eye,game,wife,tough,peace,season,among,stay,Difficult identify pay light assume college perform. Along catch night see also speak baby.,author
e3fa72cb-c137-4bfd-8fd4-8c7afa646aa6,Tricia Reed,three,bill,father,current,garden,sea,central,company,action,particularly,month,Expect question exactly recent east former chance present. Star sing future least serve daughter risk.,always
03dee248-49b5-4787-b64b-928ea73dc9bb,Jackson Olsen,happy,energy,difficult,able,likely,break,movement,he,book,major,difficult,Artist culture among. Occur same ground car charge remember strong feel. Drive clear environment amount large. Society sell soon general collection hour eight well. Summer recent evening interesting.,when
49ec6086-dc25-4cdb-b243-82b7cc3fd9ff,Elizabeth Taylor,team,trial,now,church,who,huge,quickly,hundred,tough,save,capital,Fire thus indicate wrong. Low those film while writer head protect. Kind among week them serve woman wind. Dark those quite. Movement would north great world box send.,discussion
d8d40ec3-f2fc-4e65-b50d-98e3c77a910e,James Rush,call,tough,last,certain,medical,girl,practice,popular,pull,present,measure,Five almost particularly full four. Strategy pull important black. Begin build little kitchen instead. Newspaper open century serve bit result them. Likely compare fight model.,nation
